name,ratings,count_of_rating,company_types,hq,salary,interview_counts,jobs,benefits
Indivillage Tech Solutions,3.6,158,IT Services & Consulting,Yemmiganur,710,17,2,5
Aurolab,3.7,158,Medical Equipment,Madurai,629,27,5,7
CCS Computers,3.8,158,IT Services & Consulting,New Delhi,729,8,6,8
Kaefer,3.6,158,Engineering & Construction,Mumbai,329,6,--,18
Orange City Water,3.6,158,Waste Management,Nagpur,466,7,--,8
Shivalik Rasayan,3.6,158,Agro Chemicals,Bharuch,572,10,--,6
BANGMETRIC,3.9,158,IT Services & Consulting,Noida,226,17,--,2
AUO Mobility Solutions,4.0,158,Auto Components,Pune,861,11,13,12
Linedata,2.9,158,Internet,Mumbai,1.1k,24,18,6
Agriculture Insurance Company of India,4.2,158,Insurance,New Delhi,511,12,--,5
IonIdea,3.0,158,Software Product,Bengaluru,860,16,14,8
Arundhati Jewellers,3.5,158,Jewellery,Bhubaneswar,302,11,3,62
Scymes Services,3.3,158,IT Services & Consulting,Mumbai,554,7,6,36
Simple Logic IT,3.4,158,IT Services & Consulting,Mumbai,942,13,9,3
Turner & Townsend,3.7,158,Engineering & Construction,Mumbai,1.5k,13,107,10
Qatargas,4.6,157,Oil & Gas,Mumbai,514,11,--,17
BAIF Development Research Foundation,3.6,157,Non-Profit,Pune,414,14,--,14
Donaldson India Filter Systems,3.9,157,Industrial Machinery,Gurugram,729,7,12,8
Netcon Technologies,3.6,157,IT Services & Consulting,Chennai,1k,14,--,6
Ritco Logistics,3.6,157,Logistics,Gurugram,561,13,6,4
Elkayem Auto Ancillaries,3.4,157,Industrial Machinery,Hosur,611,9,4,12
ADINATH MOTORS,3.7,157,,New Delhi,637,5,3,8
Rinder India,3.9,157,Automobile,Pune,500,3,--,29
GAIN Credit,3.8,157,FinTech,Chennai,645,14,--,67
Shilpa Biologicals,3.0,157,,Dharwad,701,5,--,3
Kotak Mahindra Asset Management Company,4.0,157,Financial Services,Mumbai,981,13,15,12
Datagain,4.4,157,IT Services & Consulting,Mumbai,392,36,9,30
Nxtra Data,4.1,157,IT Services & Consulting,Pune,768,13,1,12
Infinite HR Solutions,3.2,157,,Bengaluru,1.5k,3,--,2
thinkbridge,3.6,157,IT Services & Consulting,Pune,729,25,3,27
KHD Humboldt Wedag,4.2,157,Industrial Machinery,New Delhi,759,9,--,16
Teach For India,3.5,157,Non-Profit,New Delhi,723,30,--,17
Futures First info Services,3.2,157,Financial Services,Gurugram,1k,97,--,17
SanDisk India Device Design Centre,3.9,157,Hardware & Networking,Bengaluru,1.2k,13,86,13
WAE,3.3,157,Waste Management,Noida,297,24,--,4
Unicommerce Esolutions,3.0,157,Software Product,Gurugram,997,24,6,12
Vortex Engineering,3.9,157,IT Services & Consulting,Chennai,661,16,15,13
Sourcefuse Technologies,2.8,157,IT Services & Consulting,Noida,1.2k,20,13,15
Great White Global,3.8,157,Electrical Equipment,Mumbai,640,11,12,8
Deccan iServices,3.5,157,,Chennai,783,10,--,5
RealEstateIndia.com,4.8,157,Real Estate,New Delhi,1.4k,1,--,5
Franciscan Solutions,2.7,157,IT Services & Consulting,Noida,372,5,12,18
Meena Bazaar,3.5,157,Fashion & Textile,New Delhi,705,8,5,4
Ki Mobility Solution,3.4,157,Internet,Chennai,662,9,12,2
DIC India,3.8,157,Chemicals,Noida,723,10,8,12
Back Office,4.0,157,BPO,Mumbai,1.2k,20,--,16
Airtel Business,3.5,157,Telecom,Gurugram,888,33,--,17
Premier Irrigation Adritec,3.7,157,Agriculture,Kolkata,415,26,5,9
Encalm Hospitality,4.0,157,Aviation,New Delhi,590,16,15,2
Axis Sales,4.4,157,Financial Services,Mumbai,441,20,--,19
Interglobe Air Transport,3.4,157,Travel & Tourism,New Delhi,846,7,--,15
Rich Graviss Products,4.0,157,FMCG,Pune,562,15,--,19
Mahanadi Coalfields,4.5,157,Metals & Mining,Sambalpur,258,8,--,8
Rabindranath Tagore International Institute of Cardiac Sciences,3.8,157,Healthcare,Kolkata,392,2,--,13
Auto Mechanics,2.7,157,,Kolkata,160,17,--,1
KG Invicta Services,3.4,157,Management Consulting,Coimbatore,654,26,9,13
Kearney,3.1,157,Management Consulting,Gurugram,1.5k,28,4,8
Sri Balaji Action Medical Institute,4.0,158,Healthcare,New Delhi,576,5,--,13
Damro Furniture,3.5,157,Furniture & Furnishing,Bengaluru,528,11,--,4
Sresta Natural Bioproducts,3.6,156,FMCG,Hyderabad,552,10,34,12
Anchor Health and Beauty Care,4.1,156,Beauty & Personal Care,Mumbai,613,8,--,19
Jharkhand State Livelihood Promotion Society,3.5,156,Government,Ranchi,354,10,--,13
Altair Engineering,3.8,156,IT Services & Consulting,Bengaluru,846,40,--,20
Shubhalakshmi Polyesters,3.9,156,Fashion & Textile,Bharuch,735,4,9,27
Prayagh Consumer Care,4.1,156,,Hyderabad,418,7,--,6
Cape East,3.4,156,Industrial Machinery,Doha,317,6,--,17
Amrit Bottlers,4.2,156,Beverage,Faizabad,539,7,6,14
Simpl,2.9,156,Internet,Bengaluru,874,18,--,4
Veeraraghavan & Company,3.0,156,Accounting & Auditing,Mumbai,406,7,--,4
Corbus,3.5,156,IT Services & Consulting,Noida,577,15,3,18
Presidio Solutions Pvt Ltd,4.6,156,IT Services & Consulting,Chennai,905,36,6,15
Xcaliber Infotech,3.1,156,IT Services & Consulting,Pune,1.2k,19,--,6
illumifin,3.2,156,Insurance,Hyderabad,686,6,6,1
Executive Ship Management,4.0,156,Ports & Shipping,Mumbai,627,15,2,12
Xcaliber Infotech,3.1,156,IT Services & Consulting,Pune,1.2k,19,--,6
Presidio Solutions Pvt Ltd,4.6,156,IT Services & Consulting,Chennai,905,36,6,15
Corbus,3.5,156,IT Services & Consulting,Noida,577,15,3,18
Sidel,3.7,156,Industrial Machinery,Pune,825,14,45,19
Hykon,4.3,156,Electronics Manufacturing,Thrissur,410,28,3,6
Advaith Motors,4.2,157,Automobile,Bengaluru,518,7,4,16
Indus Appliances,4.2,156,,Bahadurgarh,209,9,--,9
Muvi,4.1,156,Internet,Bhubaneswar,633,23,9,11
Goodrich Logistics Pvt. Ltd.,3.2,156,Ports & Shipping,Mumbai,853,15,7,12
Partha Dental,3.6,156,Healthcare,Hyderabad,350,10,4,20
Etraveli Group,2.9,156,Travel & Tourism,Mumbai,830,14,10,2
Jasper Industries,4.2,156,Automobile,Hyderabad,544,9,1,13
Shrachi Group,2.6,157,Real Estate,Kolkata,463,7,54,15
Replicon,3.5,156,Software Product,Bengaluru,1.2k,26,47,14
Kirloskar Ebara Pumps,3.7,156,Industrial Machinery,Pune,767,6,10,4
Stanadyne India,3.8,156,Auto Components,Chennai,805,8,4,15
Dedicated Freight Corridor Corporation Of India,4.1,157,Government,New Delhi,606,8,4,5
Louis Dreyfus Company,3.9,156,Agriculture,Gurugram,477,6,--,1
Shrachi Group,2.6,157,Real Estate,Kolkata,463,7,54,15
Jasper Industries,4.2,156,Automobile,Hyderabad,544,9,1,13
Replicon,3.5,156,Software Product,Bengaluru,1.2k,26,47,14
Kirloskar Ebara Pumps,3.7,156,Industrial Machinery,Pune,767,6,10,4
Sumeru Software Solutions,3.2,156,IT Services & Consulting,Bengaluru,1.1k,11,--,9
Shree Hari Infraprojects,3.1,156,Engineering & Construction,Jaipur,378,5,--,3
DRYCHEM SOLUTIONS,4.0,156,Building Material,Mumbai,617,6,1,3
High Street Essentials,3.6,156,Retail,Noida,496,7,3,10
Sun King,3.7,156,Electronics Manufacturing,Mumbai,567,11,5,23
Outbooks Outsourcing,3.6,156,Accounting & Auditing,New Delhi,561,19,--,11
Reynolds,4.3,156,Other,Chennai,521,7,--,14
Calix,3.9,155,Telecom,Bengaluru,437,27,19,6
Volvo Construction Equipment,4.3,155,Industrial Machinery,Bengaluru,687,13,--,11
KK Spun Pipes,3.2,155,Industrial Machinery,New Delhi,702,12,--,14
Icomm Tele,4.1,155,Telecom,Hyderabad,628,8,6,14
Theorem Incorporation,3.3,155,Marketing & Advertising,Mysuru,829,13,--,14
Bill Forge,4.3,155,Auto Components,Bengaluru,466,6,--,11
BIZONGO,3.2,155,Emerging Technologies,Mumbai,964,19,--,6
Amp Motors,3.9,155,Automobile,Gurugram,685,10,--,10
L&T Smart World & Communication,4.2,155,IT Services & Consulting,Chennai,293,2,--,56
Zurich Kotak General Insurance,3.0,155,Insurance,Mumbai,680,12,5,2
Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,4.0,155,Government,New Delhi,317,7,--,5
KollegeApply,3.8,155,EdTech,Gurugram,102,70,--,1
Isha Foundation,4.2,155,Non-Profit,Coimbatore,691,12,46,11
ETP International,3.0,155,Power,Mumbai,793,8,8,18
Polaris,3.9,155,Automobile,Bengaluru,1.1k,23,6,12
Eagleview,3.2,155,Software Product,Bengaluru,992,22,11,17
Suwasthi,2.4,155,Beauty & Personal Care,Noida,329,8,3,1
Alice Blue Commodities,2.9,155,FinTech,Bengaluru,804,10,24,8
Milliman,3.1,155,Management Consulting,Gurugram,1.1k,25,14,17
Space Matrix Design Consultants,3.5,155,Architecture & Interior Design,Bengaluru,775,7,44,12
LUCKY MINERALS,3.6,155,Metals & Mining,Jagdalpur,490,9,--,12
Nirmal Industrial Controls,3.6,155,Industrial Automation,Mumbai,791,19,10,11
Tekskills,3.5,155,IT Services & Consulting,Hyderabad,866,27,38,10
Java R & D,2.7,155,IT Services & Consulting,Bhopal,679,18,4,15
Ametek Instruments India,3.4,155,Industrial Automation,Bengaluru,1.2k,12,24,9
OPK e Services,2.7,155,BPO,Gurugram,552,16,--,13
Agilent Technologies International,3.8,155,,Gurugram,571,2,--,23
Air India Engineering Services,3.6,155,Industrial Machinery,Mumbai,433,6,--,16
Galderma,3.6,155,Healthcare,Mumbai,539,2,16,12
Computer Generated Solutions,3.1,155,IT Services & Consulting,Hyderabad,1k,10,--,11
Kabra Extrusion Technik,3.6,155,Industrial Machinery,Pune,772,14,--,15
Meenakshi Mission Hospital & Research Centre,4.1,155,Healthcare,Madurai,607,10,1,11
Continental Carbon India,3.7,155,Chemicals,Ghaziabad,672,8,--,8
Milliman,3.1,155,Management Consulting,Gurugram,1.1k,25,14,17
Bennett University,3.6,155,Education & Training,Greater Noida,778,16,5,10
Super Bond Adhesives,4.4,155,Chemicals,Mumbai,324,19,1,32
ARK Infosolutions,3.7,155,IT Services & Consulting,Noida,646,6,21,13
Puma Energy,2.8,155,Power,Mumbai,742,12,7,2
Houzeo,3.8,155,,Mumbai,312,58,--,1
Specsmakers Opticians,3.7,155,Retail,Chennai,684,11,89,5
Priyagold Biscuits,2.7,155,Food Processing,Noida,416,10,--,3
Harsha Engineers International,3.9,155,,Ahmedabad,841,1,--,1
Eisneramper LLP,3.3,155,Accounting & Auditing,Mumbai,1.1k,15,49,3
Shubham EPC,3.9,155,Engineering & Construction,Pune,352,14,3,10
DDB Mudra Group,3.7,154,Marketing & Advertising,Mumbai,869,7,--,14
SDP & Associates (Office),3.6,154,Accounting & Auditing,Kolkata,314,35,--,18
Rajasthan Aushdhalaya,3.4,154,Pharma,Mumbai,210,42,2,4
Sohan Lal Commodity Management,3.7,155,Logistics,New Delhi,507,4,4,10
CARS24 Financial Services,3.3,154,,Gurugram,553,8,--,5
Intelux Electronics,4.1,154,Electronics Manufacturing,Pune,604,6,7,11
SysArc Infomatix,3.6,154,FinTech,Chennai,975,15,3,12
GTT Communications,3.2,154,Hardware & Networking,Pune,1.1k,13,3,16
Zacks Research,2.8,154,Financial Services,Kolkata,513,13,1,13
Tata Ficosa Automotive Systems,,,Auto Components,Pune,--,--,--,--
Gopaljee Dairy Foods,4.4,154,Food Processing,Noida,523,2,--,18
Dr.SNS Rajalakshmi College Of Arts and Science,4.9,154,Education & Training,Coimbatore,18,22,--,66
Arabian Fal,2.8,154,Oil & Gas,Ras Tanura,293,4,--,4
Sunbeam School,4.0,154,Education & Training,Varanasi,423,10,--,16
Enova Facilities Management LLC,4.1,154,Facility Management Services,Dubai,254,16,--,21
SAGE Publications,3.1,154,Media & Entertainment,New Delhi,673,13,9,26
Akrivia Automation,4.4,154,IT Services & Consulting,Visakhapatnam,570,6,5,6
FinAdvantage,4.0,154,Accounting & Auditing,Bengaluru,396,23,22,8
Infoblox,3.7,154,IT Services & Consulting,Bengaluru,1.4k,23,16,15
Dozco,3.9,155,Industrial Machinery,Visakhapatnam,529,5,2,7
Snapwork Technologies,3.8,154,IT Services & Consulting,Mumbai,672,22,1,16
Unschool Learning,3.3,154,EdTech,Hyderabad,207,36,--,10
Aditya Birla Chemicals,3.7,154,Chemicals,Bharuch,631,14,--,10
Optimus Information,3.0,154,IT Services & Consulting,Noida,432,21,2,14
Interra Information Technologies,3.2,154,IT Services & Consulting,Noida,784,9,11,9
Unschool Learning,3.3,154,EdTech,Hyderabad,207,36,--,10
FinAdvantage,4.0,154,Accounting & Auditing,Bengaluru,396,23,22,8
Snapwork Technologies,3.8,154,IT Services & Consulting,Mumbai,672,22,1,16
Akrivia Automation,4.4,154,IT Services & Consulting,Visakhapatnam,570,6,5,6
Evertogen Life Sciences,3.0,154,Pharma,Hyderabad,454,15,5,22
Montage Enterprises,3.1,154,Packaging,Gwalior,605,7,2,13
Mcpi,4.3,154,Chemicals,Haldia,626,12,--,13
Group Surya Peb,3.2,154,Engineering & Construction,Pune,619,10,--,2
Solaris Chemtech,4.6,155,Chemicals,Bhuj,595,11,--,26
Mtg Learning Media,3.8,154,Printing & Publishing,Gurugram,552,12,5,7
Liebherr,3.9,154,Industrial Machinery,Mumbai,668,20,--,13
Msc Cruises,4.2,154,Travel & Tourism,Mumbai,298,7,--,14
J&F,3.6,154,Engineering & Construction,Chennai,498,30,2,65
Zacks Research,2.8,154,Financial Services,Kolkata,513,13,1,13
OakNorth,3.0,154,Banking,Gurugram,1.3k,9,12,9
Ogilvy,3.5,154,Marketing & Advertising,Mumbai,1.1k,13,--,15
EMotorad,4.4,154,Automobile,Pune,345,47,5,3
IndiGrid,4.1,154,Real Estate,Mumbai,717,15,1,7
Dr D Y Patil Medical College,4.2,154,Healthcare,Pune,654,5,--,6
Alteus Biogenics,2.6,154,Pharma,Kolkata,488,14,--,9
Market Research Future Reports,3.2,154,Analytics & KPO,Pune,438,9,--,14
Costa Coffee,3.7,153,Hospitality,New Delhi,352,17,--,14
Revlon,3.8,153,Beauty & Personal Care,New Delhi,348,14,--,14
Systech Solutions,3.7,153,Analytics & KPO,Chennai,1.4k,14,--,18
Swastik Infralogics Private Limited,3.7,153,Engineering & Construction,Mumbai,564,10,62,16
Safeducate,4.1,153,Education & Training,New Delhi,379,8,--,13
Indian Institute of Technology Madras,4.2,153,Education & Training,Chennai,1.2k,4,1,7
Vertex Global Services,4.6,153,IT Services & Consulting,Gurugram,186,17,--,2
Future Consumer,4.4,153,FMCG,Mumbai,669,6,--,17
IIT Kharagpur,4.2,153,Education & Training,Kharagpur,556,18,--,13
Annapurna Group,3.9,153,FMCG,Guwahati,532,7,--,10
ResearchAyu,4.0,153,Healthcare,Navi Mumbai,78,17,--,1
PharmaZell,4.0,153,Pharma,Visakhapatnam,656,10,1,14
Brigosha Technologies,2.1,153,IT Services & Consulting,Bengaluru,968,21,21,16
UNI Klinger,3.8,153,Industrial Machinery,Pune,645,15,12,20
Log 9 Materials Scientific,3.3,153,Emerging Technologies,Bengaluru,693,12,19,9
SPD Constructions,3.8,153,,Bhubaneswar,514,13,5,4
CapGrid Solutions,3.8,153,Internet,Gurugram,307,23,1,1
Cognifyz Technologies,4.0,154,,Hyderabad,126,13,--,--
Indian Institute of Management,3.7,153,Education & Training,Ahmedabad,1k,4,--,5
Meghmani Group,3.4,153,,Bharuch,598,4,--,3
MRL Tyres,3.5,153,Auto Components,New Delhi,716,7,--,8
Hindustan Colas,3.5,153,Engineering & Construction,Mumbai,602,14,--,12
ESSPL,3.8,153,IT Services & Consulting,Bhubaneswar,883,5,--,16
BrowserStack,3.0,153,Software Product,Mumbai,2.1k,62,1,17
Husk Power Systems,3.0,153,Power,Patna,551,11,9,11
Locobuzz,2.8,153,Software Product,Mumbai,534,14,14,27
Dairy Classic Ice Creams,4.1,153,Food Processing,Bengaluru,582,13,4,6
Spinco Biotech,3.7,153,Biotechnology,Chennai,599,11,1,11
NPCC Engineering,3.7,153,Oil & Gas,Mumbai,666,18,--,15
Nelco,3.8,153,Telecom,Mumbai,601,9,1,15
Dulux,4.2,153,Building Material,Mumbai,400,11,--,5
Takenaka,4.2,153,Architecture & Interior Design,Gurugram,568,13,--,27
Hilton Garden Inn,3.7,154,Hospitality,New Delhi,427,7,--,18
Brickwork Ratings,3.4,153,Financial Services,Bengaluru,720,11,57,4
AVIZVA,2.2,153,IT Services & Consulting,Gurugram,948,21,5,5
Ayu Health Hospitals,3.6,153,Healthcare,Bengaluru,691,8,--,5
BizGurukul,4.1,153,EdTech,New Delhi,384,22,--,13
Indian Institute of Technology Madras,4.2,153,Education & Training,Chennai,1.2k,4,1,7
Safeducate,4.1,153,Education & Training,New Delhi,379,8,--,13
Borosil Renewables,3.8,153,Power,Bharuch,675,7,1,2
Ayana Renewable Power,4.4,153,Power,Bengaluru,636,4,4,3
Hilton Garden Inn,3.7,154,Hospitality,New Delhi,427,7,--,18
Dulux,4.2,153,Building Material,Mumbai,400,11,--,5
Takenaka,4.2,153,Architecture & Interior Design,Gurugram,568,13,--,27
ESSPL,3.8,153,IT Services & Consulting,Bhubaneswar,883,5,--,16
AVIZVA,2.2,153,IT Services & Consulting,Gurugram,948,21,5,5
Nelco,3.8,153,Telecom,Mumbai,601,9,1,15
Brickwork Ratings,3.4,153,Financial Services,Bengaluru,720,11,57,4
G Square Housing,3.8,153,Real Estate,Chennai,596,12,14,1
Zimetrics Technologies,3.4,153,IT Services & Consulting,Pune,1.1k,8,3,102
Accentuate Technology,4.1,153,IT Services & Consulting,Bengaluru,986,92,--,27
Casino Air Caterers & Flight Services,3.9,153,Hospitality,Kochi,624,7,1,12
Naiknavare Developers,3.7,153,Real Estate,Pune,578,9,18,13
Casepoint,3.3,153,IT Services & Consulting,Surat,840,12,4,11
Classcanyon,4.5,153,Education & Training,Greater Noida,62,7,--,34
Rivulis Irrigation,4.3,153,Agriculture,Vadodara,538,17,1,12
Europ Assistance India,3.6,153,Insurance,Mumbai,610,11,1,6
Bambino Pasta Food Industries,4.0,153,Food Processing,Hyderabad,663,7,--,5
Barco Electronic Systems,4.0,153,Consumer Electronics & Appliances,Noida,851,9,13,12
Drytech Processes (I),3.8,153,Food Processing,Pandhurna,745,16,--,8
Abryl Laboratories Manufacturing Unit,3.6,153,Pharma,Chandigarh,746,11,--,10
Vedic International School,4.4,153,Education & Training,Sambalpur,284,9,--,6
Desire Energy Solution,3.7,153,Financial Services,Jaipur,632,13,1,4
Western Coalfields,4.4,152,Metals & Mining,Nagpur,353,12,--,14
Creative Garments,3.9,152,Fashion & Textile,Mumbai,597,9,2,12
Klassic Wheels,2.6,152,Auto Components,Ahilyanagar,760,6,8,9
Shri Mahant Indiresh Hospital,3.4,152,Healthcare,Dehradun,359,6,18,13
Delux Bearings,4.2,152,Auto Components,Surendranagar,649,6,--,15
Nium,3.3,152,FinTech,Mumbai,1.3k,10,20,14
Solar Defence And Aerospace,3.7,152,Defence & Aerospace,Nagpur,688,7,--,8
eBIZ.com,2.6,152,EdTech,Noida,155,2,--,29
Magma Housing Finance,4.5,152,Financial Services,Kolkata,371,5,--,12
HomeShop18,4.2,152,Internet,Noida,466,3,1,20
PGIMER,4.2,152,Education & Training,Chandigarh,517,3,--,6
Concorde Motors,3.8,152,Automobile,Mumbai,356,1,--,18
Million Minds Management Services,3.5,152,Recruitment,New Delhi,521,6,--,9
Krishak Bharati Cooperative,4.3,152,Agro Chemicals,Surat,342,13,25,9
Complere Infosystem,4.4,152,Software Product,Ambala,165,10,--,22
Sidwal Refrigeration Industries,4.2,152,Electrical Equipment,Faridabad,687,11,3,12
Tim Hortons,3.1,152,Hospitality,New Delhi,473,14,1,6
Bottomline,3.2,153,Software Product,Bengaluru,1.2k,24,25,3
HomeShop18,4.2,152,Internet,Noida,466,3,1,20
Complere Infosystem,4.4,152,Software Product,Ambala,165,10,--,22
Krishak Bharati Cooperative,4.3,152,Agro Chemicals,Surat,342,13,25,9
Sidwal Refrigeration Industries,4.2,152,Electrical Equipment,Faridabad,687,11,3,12
Allyis India,3.2,152,IT Services & Consulting,Hyderabad,836,10,1,6
Spc Life Sciences,3.4,152,Chemicals,Ankleshwar,682,9,3,10
Creative Garments,3.9,152,Fashion & Textile,Mumbai,597,9,2,12
All Out,3.6,152,FMCG,Gurugram,322,12,2,1
Frontier Business Systems,3.2,152,IT Services & Consulting,Bengaluru,922,14,53,11
SunTec Business Solutions,2.8,152,IT Services & Consulting,Thiruvananthapuram,1.1k,7,2,12
Apcotex Industries,3.7,152,Chemicals,Navi Mumbai,904,9,9,10
Victoria's Secret,3.8,152,IT Services & Consulting,Bengaluru,1.2k,19,--,9
Nium,3.3,152,FinTech,Mumbai,1.3k,10,20,14
Solar Defence And Aerospace,3.7,152,Defence & Aerospace,Nagpur,688,7,--,8
Alcatel-Lucent,4.3,152,Telecom,Bengaluru,502,7,--,22
Synamedia,3.4,152,Software Product,Bengaluru,1.1k,17,2,8
Raj Industries,3.5,152,Packaging,Ludhiana,698,10,--,5
Cubic Transportation Systems,3.0,152,Software Product,Hyderabad,1.3k,14,27,17
Primetals Technologies,3.9,152,Industrial Machinery,Kolkata,797,12,--,15
IndiaLends,3.2,152,Financial Services,Gurugram,851,15,--,11
ETV Bharat,3.9,152,Broadcasting,Hyderabad,434,7,--,16
Vipul Motors,3.4,152,Automobile,Faridabad,585,--,1,8
Rina India,3.9,152,"Testing, Inspection and Certification (TIC)",Mumbai,527,10,--,13
Light & Wonder,3.8,152,Software Product,Bengaluru,3k,35,16,40
Enviro Infra Engineers,4.1,152,Waste Management,New Delhi,571,12,7,11
Cello World,3.5,152,Consumer Electronics & Appliances,Mumbai,574,5,--,6
ESIC Medical College and Hospital,3.8,152,Education & Training,New Delhi,695,5,--,3
Pro1 Health Systems,3.4,152,Medical Equipment,Chennai,393,19,--,1
Xtelify,3.2,152,,Gurugram,1.2k,14,--,6
PICL,3.6,152,Semiconductors,Faridabad,550,7,--,9
MENTORS EDUSERV,3.6,152,EdTech,Patna,352,7,3,7
Jai Beverages,3.4,153,Beverage,Jammu,507,17,3,5
Mobase,3.5,152,Auto Components,Noida,690,10,--,19
Kerry Ingredients,3.2,152,Food Processing,Bengaluru,688,11,--,16
Rotork Controls,3.4,152,Industrial Machinery,Chennai,739,15,11,12
Altruistic Technology Labs,3.4,152,IT Services & Consulting,Bengaluru,740,9,--,2
RKC Infrabiult Private Limited,3.8,152,Engineering & Construction,Ahmedabad,572,16,1,5
Ravindra Bharathi Schools,3.4,151,Education & Training,Hyderabad,387,4,--,8
Agility E Services,3.4,151,IT Services & Consulting,Hyderabad,942,8,--,11
GKN Sinter Metals,4.0,151,Auto Components,Pune,591,10,2,16
CignaTTk Health Insurance,4.0,151,Insurance,Mumbai,445,4,--,17
Ravindra Bharathi Schools,3.4,151,Education & Training,Hyderabad,387,4,--,8
Pace Power Systems,3.5,151,Electrical Equipment,Bengaluru,421,11,--,11
Techved Consulting,3.5,151,IT Services & Consulting,Mumbai,449,35,1,19
KLT Automotive & Tubular Products,3.6,151,Auto Components,Mumbai,487,--,--,14
K2k Infrastructure,4.0,152,Engineering & Construction,Bengaluru,470,8,--,11
P.N. International,4.0,151,Import & Export,Lucknow,701,10,--,14
ENTRI SOFTWARE,3.9,151,EdTech,Kochi,696,12,6,2
Fasal,3.2,151,Agriculture,Bengaluru,422,14,--,34
Altigreen Propulsion Labs,3.5,151,Electronics Manufacturing,Bengaluru,768,12,--,2
Unify Facility Management,4.3,151,Facility Management Services,Mumbai,429,12,--,7
Dr. Amin Controllers,3.8,151,Engineering & Construction,Mumbai,504,10,--,9
IFGL Refractories,3.6,151,Industrial Machinery,Rourkela,575,6,11,6
Dyuti Technologies,4.5,151,IT Services & Consulting,Bengaluru,265,23,7,20
River Mobility,3.9,151,Automobile,Bengaluru,650,9,24,1
7 Eleven,3.5,151,Retail,Bengaluru,1.3k,30,--,6
Sirca Paints India,4.0,151,Chemicals,New Delhi,550,11,--,11
Portescap,3.7,151,Electronics Manufacturing,Mumbai,827,15,--,19
