name,ratings,count_of_rating,company_types,hq,salary,interview_counts,jobs,benefits
efficiently,2.5,166,,Hyderabad,482,26,--,7
Doms Industries,3.8,166,Other,Umbergaon,744,8,--,9
Hind Rectifiers,3.6,166,Electrical Equipment,Mumbai,931,20,6,10
SKS Fasteners,3.2,167,Auto Components,Pune,722,17,--,14
Arya Collateral Warehousing Services,4.3,166,Agriculture,Noida,443,12,--,13
Flatworld Mortgage Processing,3.5,166,IT Services & Consulting,Bengaluru,669,6,--,13
Broadcast Engineering Consultants India,3.5,166,Government,New Delhi,724,18,--,7
Shree Technocrat Communication Systems,3.8,166,Telecom,New Delhi,727,10,3,12
M.P. Power Transmission Company,4.0,166,Power,Jabalpur,428,8,--,7
Centelon,2.8,166,IT Services & Consulting,Pune,575,11,--,65
Acute Informatics,3.2,165,IT Services & Consulting,Ahmedabad,645,7,--,8
Population Services International (PSI),3.9,165,Non-Profit,New Delhi,436,9,--,22
SEED Infotech,4.0,165,IT Services & Consulting,Pune,501,9,1,10
Jobby Engineers,4.3,165,Engineering & Construction,Mumbai,581,7,1,15
Zodiac Clothing Company,3.4,165,Fashion & Textile,Mumbai,462,10,--,13
Kama Jewelry,4.5,165,Jewellery,Mumbai,192,15,16,19
Sterling Biotech,4.0,165,Pharma,Vadodara,763,6,7,20
Covestro,4.5,165,Petrochemicals,Greater Noida,608,16,3,20
Alp Overseas,3.6,165,Auto Components,Neemrana,732,7,--,9
Satec Envir Engineering (I),4.1,165,Engineering & Construction,Mumbai,387,16,2,8
Nordusk Led,4.4,165,Electronics Manufacturing,Kolkata,120,7,--,4
Thirdware Solutions,4.2,165,IT Services & Consulting,Chennai,1k,4,--,21
MBit Computraining,3.7,165,Recruitment,Hyderabad,603,24,--,5
Maharashtra State Road Transport Corporation,4.0,166,Government,Mumbai,372,4,--,20
Pyrotech Electronics,3.1,165,Electronics Manufacturing,Udaipur,708,12,6,8
Gea Process Engineering India,4.1,165,Food Processing,Vadodara,783,3,--,17
ACI Worldwide,4.0,165,Software Product,Bengaluru,1.4k,15,17,21
Ultratech India,4.1,165,Pharma,Mumbai,834,13,11,5
Automotive Research Association of India,4.1,165,Auto Components,Pune,920,8,2,14
Xpo Logistics,3.5,165,Logistics,Pune,1.2k,15,--,26
Privi Organics,3.8,165,Chemicals,Mahad,693,13,5,16
Shimizu,4.0,165,Engineering & Construction,Bengaluru,570,16,--,21
3Pillar Global,3.2,165,Software Product,Noida,1k,23,51,14
MathWorks,4.0,165,Software Product,Bengaluru,1.2k,46,2,16
Verint Systems,3.7,165,IT Services & Consulting,Bengaluru,1.2k,12,18,9
KRYFS POWER COMPONENTS,3.9,165,Industrial Machinery,Mumbai,620,11,9,15
India Power Corporation,3.7,165,Power,Kolkata,743,16,1,18
Crane Consulting and Outsourcing,3.9,165,,Bengaluru,1k,17,1,5
Innovassynth Technologies,3.4,165,Chemicals,Khopoli,801,15,1,12
Skechers South Asia,4.3,165,Retail,Mumbai,673,10,1,13
Wipro Insurance Solutions,3.6,166,,Mumbai,559,12,--,1
AdamsBridge Global,3.5,165,Internet,Chennai,810,24,--,1
Prudent Insurance Brokers,3.7,165,Insurance,Mumbai,907,7,7,7
Ceigall,3.2,165,Engineering & Construction,Ludhiana,694,8,11,6
Kesari Tours,3.5,165,Travel & Tourism,Mumbai,684,10,1,21
Export Trading group,3.5,166,IT Services & Consulting,Bengaluru,795,7,4,6
Qapitol Qa,3.8,165,IT Services & Consulting,Bengaluru,1.3k,20,58,15
ACE Group,4.2,165,Real Estate,Noida,715,11,--,21
Multi Commodity Exchange of India,3.1,165,Financial Services,Mumbai,1.1k,6,--,12
Garuda Power,3.0,165,Industrial Machinery,Kolkata,482,15,1,11
Augustus Healthcare Solutions,3.6,165,Healthcare,Pune,806,10,4,29
Bayer Zydus Pharma,3.4,165,Pharma,Mumbai,477,4,415,14
Cease Fire,2.9,165,,New Delhi,663,14,--,3
Lilavati Hospital & Research Centre,3.9,166,Healthcare,Mumbai,570,6,7,15
Vanesa Care,4.2,165,Beauty & Personal Care,New Delhi,555,6,--,7
Teliolabs,3.9,165,Emerging Technologies,Hyderabad,374,36,35,28
Scope eKnowledge Center,3.1,164,IT Services & Consulting,Chennai,449,8,--,18
Sharp Business Systems India,3.5,164,Consumer Electronics & Appliances,New Delhi,543,7,--,13
Milltec Machinery Pvt Ltd Bangalore,4.0,164,Industrial Machinery,Bengaluru,692,9,--,12
Xotik Frujus,2.5,164,Beverage,Mumbai,438,8,--,7
Be10X,4.4,164,Education & Training,Kolkata,133,23,--,3
Enlist Management Consultants,3.2,164,Recruitment,Kolkata,597,9,--,9
Sterling Information Resources,3.5,164,Analytics & KPO,Mumbai,680,5,--,9
bgr Mining infra pvt Ltd,4.1,164,Metals & Mining,Hyderabad,605,11,2,7
Sundaram Industries,3.5,164,Auto Components,Chennai,834,6,4,9
Tracks Components,3.1,164,,Pune,947,18,--,9
Hubtown,3.2,164,Engineering & Construction,Mumbai,678,14,--,8
Sharp Sight,4.1,164,Healthcare,New Delhi,623,11,20,6
Pramata Knowledge Solutions,3.3,164,Software Product,Bengaluru,800,31,--,16
HCL Foundation,4.4,164,Non-Profit,Lucknow,583,18,--,22
Acuvate Software,3.1,164,Software Product,Hyderabad,1.1k,12,6,14
Jaypee Brothers Medical Publishers,3.3,164,Printing & Publishing,New Delhi,632,21,--,8
Hubtown,3.2,164,Engineering & Construction,Mumbai,678,14,--,8
Pramata Knowledge Solutions,3.3,164,Software Product,Bengaluru,800,31,--,16
Sankara Nethralaya,3.9,164,Non-Profit,Chennai,428,9,--,16
Shinhan Bank,3.1,164,Banking,Mumbai,920,18,2,11
Inductotherm,3.7,164,Industrial Machinery,Ahmedabad,682,12,12,23
Flexsin Technologies,3.8,164,IT Services & Consulting,Noida,862,29,85,13
iVistec Partners India Private Limited,3.9,164,IT Services & Consulting,Noida,574,10,2,22
Sharp Sight,4.1,164,Healthcare,New Delhi,623,11,20,6
Goodricke Group,4.0,164,Food Processing,Kolkata,467,8,--,9
Krishna Institute of Medical Sciences,3.8,164,Healthcare,Hyderabad,684,5,16,8
SembCorp,3.8,164,Power,Gurugram,702,10,4,11
Rubicon Skill Development,2.5,164,,Pune,361,24,3,5
HCL Foundation,4.4,164,Non-Profit,Lucknow,583,18,--,22
B.P. Poddar Hospital & Medical Research,3.0,164,Healthcare,Kolkata,530,16,--,7
Sahu Exports,4.1,164,Fashion & Textile,Noida,578,12,--,6
Nivara Home Finance,3.7,164,Financial Services,Bengaluru,526,11,4,7
IREP Credit Capital,4.1,164,Financial Services,Hyderabad,597,7,--,10
Sindhuja Microcredit,3.7,164,NBFC,Noida,437,9,19,4
Envirocare Labs,4.1,164,Clinical Research,Mumbai,398,31,6,5
Merilytics,2.9,164,Analytics & KPO,Hyderabad,1.5k,51,--,7
Jupiter Wagons,3.7,164,Railways,Kolkata,729,10,--,3
Anvil Cables,3.8,164,Semiconductors,Kolkata,537,8,--,13
TVS Upasana Engineering,3.6,164,Automobile,Hosur,599,8,--,13
Vitromed Healthcare,3.4,164,Medical Equipment,Jaipur,649,19,4,10
Kirtane & Pandit,3.4,164,Accounting & Auditing,Pune,695,9,10,12
Faasos Food Services,3.6,164,Internet,Mumbai,384,4,14,17
EAPRO Global Ltd,4.2,163,Consumer Electronics & Appliances,Roorkee,427,14,4,7
StrategicERP,4.2,163,Software Product,Mumbai,279,14,1,2
Aditya Birla Lifestyle Brands,3.9,164,,Bengaluru,477,9,--,16
Data Bridge Market Research,2.7,163,Analytics & KPO,Pune,523,24,--,6
Eastern Coalfields,4.1,163,Metals & Mining,Asansol,283,9,--,11
Gera Developments,4.1,163,Real Estate,Pune,718,4,6,13
Celebi Delhi Cargo Terminal Management,4.2,163,Aviation,New Delhi,421,3,--,37
Americana Group,3.5,163,Food Processing,New Delhi,350,12,--,20
BigStep Technologies,4.3,163,IT Services & Consulting,Gurugram,501,36,3,58
Trayee Business Solutions,3.4,163,BPO,Chennai,506,8,--,6
GKB Opticals,4.4,163,Retail,Kolkata,371,7,--,8
Meil Anpara Power,3.8,163,,Sonbhadra,394,5,--,16
Aditya Birla Lifestyle Brands,3.9,164,,Bengaluru,477,9,--,16
Data Bridge Market Research,2.7,163,Analytics & KPO,Pune,523,24,--,6
Envision Enterprise Solutions,2.8,163,IT Services & Consulting,Hyderabad,928,17,--,4
Suraksha Gold Industries Private Limited,4.4,163,Building Material,New Delhi,89,92,--,24
TIL,3.6,163,Industrial Machinery,Kolkata,731,10,--,17
PMJ Gems & Jewellers,3.6,163,Jewellery,Hyderabad,599,12,--,12
Encotec Energy,4.2,163,Power,Noida,538,10,1,14
Group Pharmaceuticals,3.7,163,Pharma,Bengaluru,415,10,7,13
Aptronix - Apple Premium Reseller,3.9,163,Electrical Equipment,Hyderabad,640,10,--,11
RxLogix Corporation,2.2,163,Software Product,Noida,1.2k,23,20,11
Kaseya Software,3.3,163,Software Product,Bengaluru,1.5k,17,25,8
Elektrobit India,4.1,163,IT Services & Consulting,Bengaluru,964,17,--,9
IIT Delhi,4.1,163,Education & Training,New Delhi,905,19,14,17
Hestabit Technologies,3.8,163,IT Services & Consulting,Noida,674,23,6,11
Samvardhana Motherson Auto Component,3.8,163,Electrical Equipment,Chennai,844,9,--,7
Oakridge International School,3.4,163,Education & Training,Hyderabad,504,5,--,29
Zeta Global,3.5,163,Software Product,Hyderabad,1.2k,16,--,18
Smart Drive Systems,3.5,163,IT Services & Consulting,Hyderabad,702,10,25,26
JCT Limited,3.9,163,Fashion & Textile,Phagwara,591,6,5,20
Lotus Footwear Enterprises,4.0,163,Fashion & Textile,Chennai,568,9,--,10
Delhi Integrated Multi Modal Transit System,3.5,163,Government,New Delhi,583,8,--,14
JBM Neel Metal,3.9,163,Auto Components,Gurugram,526,12,--,7
Outscale Partners,2.5,163,IT Services & Consulting,Gurugram,382,27,22,4
Roto Pumps,3.7,163,Industrial Machinery,Noida,552,9,--,11
Welspun Specialty Solutions,3.7,163,Iron & Steel,Bharuch,579,5,--,11
Vehant Technologies,3.9,164,IT Services & Consulting,Noida,818,12,47,12
Euro School,3.5,163,Education & Training,Bengaluru,584,16,--,15
Sarla Advantech,3.9,163,Engineering & Construction,Pune,1.1k,11,18,14
TAL Manufacturing Solutions,3.7,162,Industrial Machinery,Nagpur,446,5,--,21
Plintron Global Technology Solutions,2.9,162,Telecom,Chennai,1k,17,--,10
Interactive Avenues,3.3,162,Marketing & Advertising,Mumbai,1.1k,13,--,12
Goel Ganga Developments,3.6,162,Real Estate,Pune,671,13,3,20
Indian Armed Forces,4.5,162,Government,New Delhi,401,5,--,9
MELCO,3.5,162,Industrial Machinery,Faridabad,576,3,--,5
K.R.Mangalam World School,4.0,162,Education & Training,New Delhi,468,19,9,4
Apparel Group UAE,3.4,162,Retail,Dubai,20,1,--,1
Gibraltar Technologies,3.9,162,IT Services & Consulting,Bengaluru,682,24,1,1
Enzen Global Solutions,2.8,162,Power,Bengaluru,551,6,--,16
Mahavir Die Casters,3.8,162,Auto Components,Gurugram,511,4,--,11
Aligarh Muslim University,4.5,163,Education & Training,Aligarh,418,5,--,14
TAAZAA,3.9,162,IT Services & Consulting,Noida,839,24,23,6
Shri Kshetra Dharmasthala Rural Development Project,4.1,162,,Bengaluru,358,5,--,8
Airpay Payment Services,2.9,162,FinTech,Mumbai,806,12,16,11
University of Delhi,4.3,162,Education & Training,New Delhi,908,10,--,14
MedTourEasy,4.7,162,Internet,New Delhi,187,6,--,4
Voith,3.7,163,Pulp & Paper,Noida,944,6,1,16
American India Foundation,3.8,162,Non-Profit,New Delhi,477,14,--,11
Vee Gee Auto Components,3.9,162,Auto Components,Ahmedabad,668,7,--,5
DCM Infotech,3.4,162,IT Services & Consulting,New Delhi,846,10,8,7
Kanakadurga Finance,3.6,162,NBFC,Vijayawada,466,6,--,5
K.R.Mangalam World School,4.0,162,Education & Training,New Delhi,468,19,9,4
MELCO,3.5,162,Industrial Machinery,Faridabad,576,3,--,5
Indian Armed Forces,4.5,162,Government,New Delhi,401,5,--,9
VFS Capital,3.6,162,NBFC,Kolkata,325,8,--,2
Premium Chick Feeds,3.6,162,Agriculture,Pune,579,8,--,10
Raam Group,3.3,162,Automobile,Hyderabad,593,31,35,6
Solera,3.2,162,IT Services & Consulting,Bengaluru,1.3k,17,2,9
Tulip Diagnostics,3.8,163,Medical Equipment,Kolkata,496,8,--,14
Chryso,3.8,162,Chemicals,Mumbai,640,16,--,8
Punjab & Sind Bank,3.2,162,Banking,New Delhi,518,3,--,13
Tcs And Associates,3.4,162,IT Services & Consulting,Chennai,1.6k,12,--,4
Chryso,3.8,162,Chemicals,Mumbai,640,16,--,8
Kanakadurga Finance,3.6,162,NBFC,Vijayawada,466,6,--,5
Punjab & Sind Bank,3.2,162,Banking,New Delhi,518,3,--,13
American India Foundation,3.8,162,Non-Profit,New Delhi,477,14,--,11
Helo.ai by VivaConnect,4.3,162,Telecom,Mumbai,511,8,2,7
Voith,3.7,163,Pulp & Paper,Noida,944,6,1,16
Tulip Diagnostics,3.8,163,Medical Equipment,Kolkata,496,8,--,14
Solera,3.2,162,IT Services & Consulting,Bengaluru,1.3k,17,2,9
Sarvatra Technologies,4.2,162,IT Services & Consulting,Pune,1.3k,21,9,12
Sapphire Infocom,4.8,162,IT Services & Consulting,Ahmedabad,16,38,3,15
Raam Group,3.3,162,Automobile,Hyderabad,593,31,35,6
The Knowledge Academy,2.6,162,Education & Training,Bengaluru,772,16,--,4
Euronics Industries,3.5,162,Building Material,Gurugram,796,18,12,6
Motovolt Mobility,3.9,162,Automobile,Kolkata,481,23,4,9
V S International,3.8,162,Pharma,Daman & Diu,555,21,11,20
Manipal HealthMap,4.0,162,Healthcare,New Delhi,416,11,13,15
IG Defence,4.5,161,,Bhubaneswar,43,7,--,1
Vulcan Express,3.6,161,Logistics,New Delhi,229,1,--,20
AYTB,3.8,161,Engineering & Construction,Al Jubail,340,14,--,20
Enaltec Labs,2.9,161,Pharma,Mumbai,733,14,--,21
Chandan Healthcare,3.3,161,Healthcare,Lucknow,442,20,5,6
Gujarat State Electricity Corporation,4.4,162,Government,Ahmedabad,276,6,--,8
Shine,3.2,161,Internet,Gurugram,514,20,--,19
Saraswati Accountants Software,4.4,161,IT Services & Consulting,New Delhi,129,23,3,14
Capricorn Energy,3.6,161,Oil & Gas,Barmer,1.3k,18,--,34
Edujobs Academy,3.1,161,Education & Training,Kolkata,321,11,--,6
Parsons International,4.1,161,IT Services & Consulting,Doha,220,7,--,20
Pearl Beverages,3.1,161,Beverage,Guntur,549,11,3,8
Bhartiya International,3.5,161,Fashion & Textile,Bengaluru,838,7,--,17
Datavail Infotech,3.2,161,IT Services & Consulting,Hyderabad,1.3k,7,44,12
Thermo Systems India,3.9,161,Semiconductors,Hyderabad,666,8,--,11
Inube Software Solutions,3.1,161,Software Product,Bengaluru,1.1k,13,2,11
Enquero,4.2,161,IT Services & Consulting,Bengaluru,1.7k,21,--,19
Shobhit Mediworld,3.9,162,,Lucknow,358,26,2,9
E C R Buildtech,3.9,161,Engineering & Construction,New Delhi,452,13,13,8
Inshorts,3.5,161,Internet,Noida,676,16,2,11
Ocl Iron & Steel,3.6,161,Iron & Steel,Rourkela,517,17,--,1
AstroTalk,3.3,161,Internet,Noida,569,26,2,4
Lupin Diagnostics,3.9,161,Medical Equipment,Mumbai,529,15,--,2
Quba Architectural Products,4.2,161,Architecture & Interior Design,Mumbai,492,10,--,5
Mosaic Wellness,3.3,161,Fitness & Wellness,Mumbai,639,18,19,2
Bhilai Iron And Steel Processing Company,4.0,161,Iron & Steel,Bhilai Nagar,584,7,--,14
SoftTech Engineers Limited,3.3,161,Engineering & Construction,Pune,1.1k,21,11,12
SOTI,3.0,161,Software Product,Gurugram,1.5k,24,27,14
Mohani Tea Leaves,4.0,162,FMCG,Kanpur,531,6,--,19
Atotech,3.9,161,Chemicals,Gurugram,804,12,1,26
Data Template Infotech,3.6,161,IT Services & Consulting,Bengaluru,577,18,--,21
Sanyo Special Steel Manufacturing,4.1,161,Iron & Steel,Khopoli,698,8,2,15
Isprava,3.2,161,Real Estate,Mumbai,753,14,9,4
Webdew,4.5,161,IT Services & Consulting,Sahibzada Ajit Singh Nagar,152,112,5,41
SRV Media,3.5,161,Marketing & Advertising,Pune,533,27,7,28
Banas Dairy,4.0,161,Food Processing,Palanpur,575,8,--,13
Innovision,3.1,161,Facility Management Services,Gurugram,599,13,1,10
Makino,3.6,161,Auto Components,Bengaluru,799,10,1,14
Topsel Toyota,3.8,161,Automobile,Kolkata,364,11,15,19
Ajit Industries Pvt.Ltd,4.2,161,Chemicals,New Delhi,521,17,--,11
Ecozen Solutions,4.1,161,Industrial Automation,Pune,624,12,36,3
Uniproducts,3.4,161,Auto Components,Rewari,790,9,1,14
Prabha Engineering,3.7,161,Auto Components,Pune,827,8,1,10
Ankur Seeds,4.1,161,Agriculture,Nagpur,404,7,--,14
Jyote Motors,3.6,161,Automobile,Bhubaneswar,495,9,--,9
Escorts Railway Equipment Division,3.8,161,Industrial Machinery,Faridabad,526,9,--,11
Sampark Logistics,3.3,161,Logistics,Faridabad,565,7,--,12
CAPLIN STERILES,2.9,161,Pharma,Chennai,1.1k,8,6,10
CBTS TECHNOLOGY SOLUTIONS INDIA LLP,3.9,162,IT Services & Consulting,Chennai,1.4k,24,18,12
Delval Flow Controls,4.1,162,Industrial Machinery,Pune,870,5,4,10
Cadeploy Engineering,3.2,161,Engineering & Construction,Hyderabad,731,14,12,12
Sberbank Branch in India,3.1,161,Banking,Bengaluru,511,30,8,8
AKM Global,4.1,161,Accounting & Auditing,Gurugram,523,41,20,1
Pioneer Wincon,4.4,161,Power,Chennai,394,18,--,30
Amanta Healthcare,4.0,161,Pharma,Ahmedabad,625,7,--,20
Outlook,2.8,160,,New Delhi,138,36,--,6
YuppTV,3.5,160,Broadcasting,Hyderabad,1.1k,18,--,15
Captain Tractors,4.4,160,Automobile,Rajkot,520,19,6,16
Unipath Specialty Laboratory,3.7,161,Healthcare,Ahmedabad,652,14,1,5
Paushak,3.7,160,Chemicals,Vadodara,797,17,7,17
Indian Steel Corporation,4.1,160,Iron & Steel,Gandhidham,662,10,--,22
Sikka Group,3.5,160,Real Estate,New Delhi,583,10,--,15
Durr India,3.4,160,Industrial Automation,Chennai,837,8,3,5
Colgate Global Business Services,3.4,160,IT Services & Consulting,Mumbai,718,23,--,14
Lokmat Media,3.9,161,Printing & Publishing,Mumbai,885,6,5,8
Ambrane India,4.6,160,Consumer Electronics & Appliances,New Delhi,423,8,2,3
TC Global,3.5,160,Education & Training,New Delhi,491,9,6,25
NetProphets Cyberworks,3.5,160,IT Services & Consulting,Noida,1k,6,--,12
Bankai Infotech,3.1,160,IT Services & Consulting,Ahmedabad,929,14,2,18
Signzy Technologies,2.9,160,Software Product,Bengaluru,976,34,--,1
Synchronoss Technologies,4.2,160,Telecom,Bengaluru,1.3k,11,2,16
BlueBinaries Engineering and Solutions,2.6,160,Software Product,Bengaluru,1.1k,25,5,10
Tamilnadu Petroproducts,4.2,160,Petrochemicals,Chennai,882,11,--,12
The Calcutta Medical Research Institute,3.8,160,Healthcare,Kolkata,471,9,12,12
Silver Consumer Electricals,3.2,160,Industrial Machinery,Rajkot,573,7,--,3
TV9 Network,3.6,160,Media & Entertainment,Noida,876,11,--,7
IndianOil Skytanking,3.2,160,Oil & Gas,New Delhi,605,13,--,19
Melorra,3.1,160,Internet,Bengaluru,832,21,--,9
HexaView Technologies,3.4,160,IT Services & Consulting,Noida,1k,30,7,8
Takahata Precision,4.2,160,Auto Components,Neemrana,578,7,--,17
Batra Hospital,3.9,160,Healthcare,New Delhi,543,3,22,13
MRI Software,3.1,160,Software Product,Bengaluru,1.2k,22,1,4
Enercon,4.0,160,Power,Bengaluru,545,12,2,16
Khivraj Motors,3.9,160,Automobile,Chennai,614,9,13,10
Apicore Pharmaceuticals,3.7,160,Pharma,Vadodara,692,6,8,17
Pioneer e Solutions,3.6,160,IT Services & Consulting,New Delhi,623,4,--,6
NELCAST,3.6,160,Iron & Steel,Chennai,716,6,1,12
Avinash Group,3.5,161,Real Estate,Raipur,577,14,4,11
Chloride Metals,3.5,160,,Haldia,701,16,--,8
LC Infra Projects,3.9,160,Engineering & Construction,Ahmedabad,485,19,--,8
Badri Rai and Company,3.8,160,Engineering & Construction,Guwahati,520,14,9,4
Rayden Interactive,2.7,160,IT Services & Consulting,Pune,752,22,--,10
TI METAL FORMING,4.0,160,Auto Components,Chennai,570,8,--,13
Sony Pictures Networks,3.5,160,,Mumbai,964,7,--,2
Baggit,2.7,160,Fashion & Textile,Mumbai,560,6,--,10
Pasco Automobiles,4.2,160,Automobile,Gurugram,599,13,--,14
CTX Life Science,3.7,160,Pharma,Surat,708,6,2,9
Conserve Solution,3.9,160,Engineering & Construction,Chennai,515,20,12,12
Planit Testing India,3.4,160,IT Services & Consulting,Hyderabad,1.2k,19,12,13
Nehru Yuva Kendra Sangathan,4.4,159,Non-Profit,New Delhi,170,8,--,17
UptoSkills,4.6,159,,New Delhi,33,46,--,7
GIRDHARI LAL CONSTRUCTIONS,3.9,159,Engineering & Construction,New Delhi,485,14,2,1
EMB Global,4.3,159,Internet,Gurugram,447,16,--,2
FreshMenu,3.2,159,Hospitality,Bengaluru,554,8,3,24
Naaraayani Sons,3.7,159,Metals & Mining,Kolkata,435,21,--,22
StoreKing,3.2,159,Internet,Bengaluru,709,12,--,20
Delphi Automotive Systems,3.8,159,Auto Components,Bengaluru,675,5,--,18
Unirac,3.9,159,Power,Hyderabad,339,20,--,5
MoreTasks,4.2,159,IT Services & Consulting,Gurugram,269,27,--,25
5K Car Care,4.4,159,Other,Coimbatore,264,48,--,--
Him Teknoforge,3.5,159,Auto Components,Baddi,563,14,3,13
Magnum Group,3.2,160,BPO,Bhopal,679,7,--,6
JCBL,3.5,159,Automobile,Sahibzada Ajit Singh Nagar,668,7,20,11
Pasa Resources,3.5,159,Agro Chemicals,Ranchi,463,17,--,5
F5 Networks,3.2,159,IT Services & Consulting,Hyderabad,1.7k,27,61,13
Nitika Pharmaceutical Specialities,3.5,159,Pharma,Nagpur,560,16,32,4
Diversey,3.9,159,Chemicals,Mumbai,661,4,--,18
Electrolab,3.5,159,Medical Equipment,Mumbai,613,10,16,7
Axis Mutual Fund,3.8,159,Financial Services,Mumbai,877,10,--,8
Intec Infra-Technologies,3.7,159,,Gurugram,369,11,17,8
FMI Automotive Components,3.8,159,Auto Components,Gurugram,580,11,7,15
Hind Terminals,4.0,159,Logistics,Mumbai,738,8,--,16
CBSE,4.3,159,Education & Training,New Delhi,453,6,--,8
Auditics Private Limited,3.8,159,Accounting & Auditing,Chennai,402,21,6,2
Enlink Managed Service pvt Ltd.,3.1,159,IT Services & Consulting,Mumbai,559,15,15,20
Echelon Institute of Technology,4.3,159,Education & Training,Faridabad,158,41,2,1
Marsh McLennan Global Services,4.1,159,Financial Services,Mumbai,685,18,5,30
Dixcy Textiles,4.2,159,,Bengaluru,612,4,--,24
Uno Minda Kyoraku,3.9,159,Automobile,Bawal,579,11,1,16
ValGenesis,3.0,159,Software Product,Chennai,1.2k,23,42,17
Vibracoustic,3.6,160,Automobile,Noida,617,10,--,20
ARDEE INDUSTRIES LIMITED,4.0,159,Metals & Mining,New Delhi,301,29,5,3
Futran Solutions,3.9,159,Software Product,Hyderabad,442,19,5,13
Sun Flag Steel,3.5,159,Iron & Steel,Bhandara,691,8,--,4
Preet Tractors,3.7,159,Automobile,Nabha,486,19,--,29
Baxter Pharmaceuticals,4.2,159,Pharma,Ahmedabad,294,11,--,2
Hirschvogel Components,4.0,159,Auto Components,Pune,738,7,1,18
Thoucentric,3.6,159,Management Consulting,Bengaluru,1.6k,16,91,10
Rolls-Royce,3.9,159,Defence & Aerospace,Bengaluru,1.1k,33,23,17
Srijan Technologies,3.1,159,IT Services & Consulting,New Delhi,893,21,39,17
Apollomedics Super Speciality Hospitals,4.0,159,Healthcare,Lucknow,655,14,--,12
SugarFit,4.0,159,Healthcare,Bengaluru,328,25,--,4
Healthworld Hospitals,3.9,160,Healthcare,Durgapur,545,7,2,7
Shakti Precision Components,3.6,159,Other,Bengaluru,755,5,1,7
Vasavi Group,3.7,159,Real Estate,Hyderabad,845,9,2,3
Kartavya Healtheon,3.7,159,Internet,Mumbai,378,8,7,4
Horizontal Integration,3.5,159,IT Services & Consulting,Bengaluru,1k,15,--,4
Inorbit Mall,4.1,159,Retail,Mumbai,600,17,--,20
Lotus Wireless Technologies,3.2,159,IT Services & Consulting,Visakhapatnam,773,19,--,9
Tarento Technologies,3.5,159,IT Services & Consulting,Bengaluru,1.3k,15,33,26
FreshToHome,3.5,159,Hospitality,Bengaluru,800,26,6,5
Basicfirst Learning,2.7,158,EdTech,New Delhi,234,7,--,61
Vihaan Networks,4.1,158,Telecom,Gurugram,722,10,--,14
Rorito International,4.0,158,Other,Chennai,564,6,5,12
Narayan Seva Sansthan,4.2,158,Non-Profit,Udaipur,282,10,18,15
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.5,158,Accounting & Auditing,Mumbai,669,12,--,13
Apraava Energy,4.2,158,Power,Mumbai,617,10,--,6
Avantha Technologies,3.5,158,IT Services & Consulting,Gurugram,751,9,--,13
Dr. Ram Manohar Lohia Hospital,4.3,158,Healthcare,New Delhi,393,6,--,16
Jhajharia Nirman Limited,4.1,158,Engineering & Construction,Bilaspur,573,15,--,16
Texila Educational And Management Services,3.9,158,Education & Training,Coimbatore,547,15,--,50
Gammastack,3.3,158,IT Services & Consulting,Indore,797,66,35,28
Toll Group,3.9,158,Logistics,Pune,895,7,16,10
MGM Medical College & Hospital,3.9,158,Healthcare,Chhatrapati Sambhajinagar,612,6,--,11
Toll Group,3.9,158,Logistics,Pune,895,7,16,10
Creativelipi Webtech,2.6,158,IT Services & Consulting,Noida,525,7,1,10
Sundyota Numandis Pharmaceuticals,3.8,159,Pharma,Ahmedabad,488,9,16,18
RS Software (India) Ltd.,3.3,158,FinTech,Kolkata,539,10,3,18
Brindavan Beverages,3.9,158,Beverage,Bareilly,603,7,--,11
Apraava Energy,4.2,158,Power,Mumbai,617,10,--,6
Shri Ram Finance Corporation,2.9,158,Financial Services,Raipur,495,17,5,6
Synmac Consultants,4.0,158,Accounting & Auditing,Chennai,59,17,26,28
AYN InfoTech,4.5,158,IT Services & Consulting,Pune,184,1,--,47
Unicorn DenMart,3.9,158,Medical Equipment,New Delhi,547,33,12,8
CLIRNet,3.6,158,Internet,Kolkata,509,14,24,6
Gammastack,3.3,158,IT Services & Consulting,Indore,797,66,35,28
Indivillage Tech Solutions,3.6,158,IT Services & Consulting,Yemmiganur,710,17,2,5
Kaefer,3.6,158,Engineering & Construction,Mumbai,329,6,--,18
Axis Securities and Sales,3.5,158,,Mumbai,855,15,--,6
HMD Global,3.6,158,Electronics Manufacturing,Gurugram,643,12,1,13
Aurolab,3.7,158,Medical Equipment,Madurai,629,27,5,7
Modi Naturals,4.0,158,Agro Chemicals,New Delhi,573,8,2,8
CCS Computers,3.8,158,IT Services & Consulting,New Delhi,729,8,6,8
JConnect Infotech,3.3,158,Recruitment,Noida,708,10,--,6
Virtuoso,3.4,158,Industrial Automation,Pune,780,17,6,2
Brindavan Beverages,3.9,158,Beverage,Bareilly,603,7,--,11
Sundyota Numandis Pharmaceuticals,3.8,159,Pharma,Ahmedabad,488,9,16,18
Creativelipi Webtech,2.6,158,IT Services & Consulting,Noida,525,7,1,10
CLIRNet,3.6,158,Internet,Kolkata,509,14,24,6
Shri Ram Finance Corporation,2.9,158,Financial Services,Raipur,495,17,5,6
Modi Naturals,4.0,158,Agro Chemicals,New Delhi,573,8,2,8
